0	0	0	0	4.74665
1	0	0	0	0.428279
1	0	1	0	0.0610857
1	1	0	0	1.01919
1	1	1	0	0.0151419
1	1	1	1	0.723719
2	0	0	0	4.62804e-16
2	0	1	0	2.51961e-17
2	0	1	1	2.23366e-16
2	0	2	0	0.010594
2	1	0	0	-1.06528e-15
2	1	1	0	2.10132e-17
2	1	1	1	-1.27827e-15
2	1	2	0	-0.0168131
2	1	2	1	0.131226
2	2	0	0	0.763044
2	2	1	0	0.00467144
2	2	1	1	0.616268
2	2	2	0	2.25839e-16
2	2	2	1	-1.96024e-15
2	2	2	2	0.594989
3	0	0	0	-0.166246
3	0	1	0	-0.0218153
3	0	1	1	-0.0126143
3	0	2	0	-2.36648e-17
3	0	2	1	5.22585e-17
3	0	2	2	-0.00558455
3	0	3	0	0.0244196
3	1	0	0	-0.14656
3	1	1	0	-0.00812602
3	1	1	1	-0.0225032
3	1	2	0	4.43303e-17
3	1	2	1	-8.05779e-16
3	1	2	2	0.00435293
3	1	3	0	-0.0184892
3	1	3	1	0.129673
3	2	0	0	-4.50079e-15
3	2	1	0	6.32903e-18
3	2	1	1	-4.42962e-15
3	2	2	0	0.00256356
3	2	2	1	0.0276361
3	2	2	2	-5.18682e-15
3	2	3	0	7.33463e-17
3	2	3	1	-9.28944e-16
3	2	3	2	0.0551248
3	3	0	0	0.939047
3	3	1	0	0.0114006
3	3	1	1	0.662034
3	3	2	0	2.33239e-16
3	3	2	1	-2.10075e-15
3	3	2	2	0.567231
3	3	3	0	0.00892535
3	3	3	1	-0.0949954
3	3	3	2	-5.23019e-15
3	3	3	3	0.70777
4	0	0	0	0
4	0	1	0	0
4	0	1	1	0
4	0	2	0	0
4	0	2	1	0
4	0	2	2	0
4	0	3	0	0
4	0	3	1	0
4	0	3	2	0
4	0	3	3	0
4	0	4	0	0.0259689
4	1	0	0	0
4	1	1	0	0
4	1	1	1	0
4	1	2	0	0
4	1	2	1	0
4	1	2	2	0
4	1	3	0	0
4	1	3	1	0
4	1	3	2	0
4	1	3	3	0
4	1	4	0	-0.0331826
4	1	4	1	0.150059
4	2	0	0	0
4	2	1	0	0
4	2	1	1	0
4	2	2	0	0
4	2	2	1	0
4	2	2	2	0
4	2	3	0	0
4	2	3	1	0
4	2	3	2	0
4	2	3	3	0
4	2	4	0	3.04017e-17
4	2	4	1	-1.455e-16
4	2	4	2	0.0264664
4	3	0	0	0
4	3	1	0	0
4	3	1	1	0
4	3	2	0	0
4	3	2	1	0
4	3	2	2	0
4	3	3	0	0
4	3	3	1	0
4	3	3	2	0
4	3	3	3	0
4	3	4	0	0.0120019
4	3	4	1	-0.044241
4	3	4	2	-5.20417e-17
4	3	4	3	0.0488391
4	4	0	0	1.11536
4	4	1	0	0.0121135
4	4	1	1	0.753998
4	4	2	0	2.14238e-16
4	4	2	1	-1.18308e-15
4	4	2	2	0.602604
4	4	3	0	-0.00467334
4	4	3	1	-0.0793858
4	4	3	2	-4.03844e-15
4	4	3	3	0.693407
4	4	4	0	0
4	4	4	1	0
4	4	4	2	0
4	4	4	3	0
4	4	4	4	0.880159
5	0	0	0	0.199823
5	0	1	0	0.0303627
5	0	1	1	0.0020129
5	0	2	0	2.3971e-18
5	0	2	1	2.82435e-17
5	0	2	2	-0.000577799
5	0	3	0	0.00273035
5	0	3	1	-0.0207683
5	0	3	2	4.93854e-17
5	0	3	3	0.0159229
5	0	4	0	0
5	0	4	1	0
5	0	4	2	0
5	0	4	3	0
5	0	4	4	0.00541089
5	0	5	0	0.0261967
5	1	0	0	0.268866
5	1	1	0	0.00613692
5	1	1	1	0.131932
5	1	2	0	9.09375e-17
5	1	2	1	-7.9884e-16
5	1	2	2	0.0663961
5	1	3	0	-0.0184186
5	1	3	1	0.03143
5	1	3	2	-7.12971e-16
5	1	3	3	0.0647347
5	1	4	0	0
5	1	4	1	0
5	1	4	2	0
5	1	4	3	0
5	1	4	4	0.142244
5	1	5	0	-0.00982593
5	1	5	1	0.0951527
5	2	0	0	-3.51562e-15
5	2	1	0	-1.02999e-17
5	2	1	1	-3.02796e-15
5	2	2	0	-0.00262389
5	2	2	1	-0.0375445
5	2	2	2	-2.54657e-15
5	2	3	0	4.64581e-17
5	2	3	1	2.5327e-16
5	2	3	2	-0.0375739
5	2	3	3	-1.81105e-15
5	2	4	0	0
5	2	4	1	0
5	2	4	2	0
5	2	4	3	0
5	2	4	4	-3.02536e-15
5	2	5	0	6.64616e-17
5	2	5	1	-1.42247e-16
5	2	5	2	0.0749902
5	3	0	0	0.266959
5	3	1	0	0.00347477
5	3	1	1	0.125003
5	3	2	0	4.16334e-17
5	3	2	1	3.98986e-17
5	3	2	2	0.0481887
5	3	3	0	-0.00120419
5	3	3	1	-0.0477327
5	3	3	2	6.17562e-16
5	3	3	3	0.131944
5	3	4	0	0
5	3	4	1	0
5	3	4	2	0
5	3	4	3	0
5	3	4	4	0.147594
5	3	5	0	0.00177094
5	3	5	1	0.060252
5	3	5	2	-3.40006e-16
5	3	5	3	0.0955699
5	4	0	0	0
5	4	1	0	0
5	4	1	1	0
5	4	2	0	0
5	4	2	1	0
5	4	2	2	0
5	4	3	0	0
5	4	3	1	0
5	4	3	2	0
5	4	3	3	0
5	4	4	0	-0.0132561
5	4	4	1	0.051766
5	4	4	2	-1.30104e-16
5	4	4	3	0.00511454
5	4	4	4	0
5	4	5	0	0
5	4	5	1	0
5	4	5	2	0
5	4	5	3	0
5	4	5	4	0.0346031
