0	0	0.994434590005960 
0	1	0.239158851039286 
0	2	-0.000000000000000 
0	3	0.093683246284085 
0	4	0.000000000000000 
0	5	0.111639928587417 
0	6	-0.000000000000000 
1	0	0.024097042377397 
1	1	-0.885735596789336 
1	2	0.000000000000002 
1	3	-0.479585881307434 
1	4	-0.000000000000000 
1	5	-0.669579091607928 
1	6	0.000000000000001 
2	0	0.000000000000000 
2	1	-0.000000000000002 
2	2	0.607284836687850 
2	3	0.000000000000008 
2	4	0.000000000000000 
2	5	-0.000000000000001 
2	6	-0.919234271694134 
3	0	0.003161549079852 
3	1	-0.085896205197502 
3	2	-0.000000000000003 
3	3	0.747431404869091 
3	4	-0.000000000000003 
3	5	-0.738488593497673 
3	6	0.000000000000004 
4	0	-0.000000000000000 
4	1	0.000000000000000 
4	2	-0.000000000000002 
4	3	-0.000000000000002 
4	4	-1.000000000000000 
4	5	0.000000000000002 
4	6	-0.000000000000002 
5	0	-0.004593743506554 
5	1	-0.144039555059324 
5	2	0.452997741836692 
5	3	0.329471161220697 
5	4	-0.000000000000002 
5	5	0.709849500903186 
5	6	0.732460666291870 
6	0	-0.004593743506554 
6	1	-0.144039555059324 
6	2	-0.452997741836699 
6	3	0.329471161220700 
6	4	0.000000000000003 
6	5	0.709849500903181 
6	6	-0.732460666291869
